FinalName,FullName,Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,20.0,13.0
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,28.0,12.533
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,20.0,13.3
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",PH,7.0,12.9
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,9.0,13.233
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,36.0,12.266
edward gonzales,edward gonzales,edward gonzales,m,PER,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,25.0,13.8
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,12.933
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,9.7
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,12.467
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,10.333
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,7.3
edward rolin,edward rafael rolin carrasco,edward rafael rolin carrasco,m,VEN,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,13.4
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,6.0,13.1
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,22.0,12.0
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,13.0,10.9
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,20.0,11.5
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,10.0,12.9
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,11.0,13.0
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,6.0,12.25
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,23.0,10.55
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,14.0,11.35
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,7.0,12.7
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,10.0,12.3
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,8.0,13.5
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,7.0,13.8
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,5.0,13.8
edward rolin,edward rolin,edward rolin,m,VEN,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,8.0,13.65
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,41.0,11.133
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,48.0,9.166
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,48.0,10.5
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,41.0,10.233
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,43.0,11.466
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,19.0,13.933
edward rolin,edward rolin,edward rolin,m,VEN,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,11.0,13.933
eetu kujanpaa,eetu kujanpaa,eetu kujanpää,m,FIN,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,17.0,12.5
eetu kujanpaa,eetu kujanpaa,eetu kujanpää,m,FIN,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,20.0,12.95
eetu kujanpaa,eetu kujanpaa,eetu kujanpää,m,FIN,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,22.0,13.05
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,10.4
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,18.0,11.95
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,28.0,11.0
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,60.0,11.05
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,23.0,11.35
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,22.0,11.7
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,27.0,10.75
eilidh gorrell,eilidh gorrell,eilidh gorrell,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,11.7
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,28.0,11.2
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,21.0,11.5
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,22.0,11.6
eilidh gorrell,eilidh gorrell,eilidh gorrell,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,32.0,11.95
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",SR,1.0,15.133
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,1.0,15.1
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",SR,1.0,14.966
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,1.0,14.733
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",SR,3.0,14.733
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,4.0,14.733
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",SR,12.0,13.866
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",SR,2.0,15.066
eleftherios petrounias,eleftherios petrounias,eleftherios petrounias,m,GRE,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,2.0,14.9
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,12.0,12.8
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,15.0,12.6
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,12.0,11.2
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,25.0,11.0
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,14.0,11.8
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,16.0,12.65
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,8.0,12.0
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,12.0,11.9
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,13.0,11.4
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,23.0,11.25
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,13.0,13.15
elel baker,elel wahrmann baker,elel wahrmann baker,m,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,20.0,13.0
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,12.767
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,10.167
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,12.133
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,13.067
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,11.067
elel wahrmann,elel diliza wahrmann baker,elel diliza wahrmann baker,m,JAM,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,13.1
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,16.0,13.766
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,16.0,13.766
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,60.0,12.333
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,60.0,12.333
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UB,40.0,13.233
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UB,40.0,13.233
elena gerasimova,elena gerasimova,elena gerasimova,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,54.0,13.466
elena melke,elena melke,elena melke,w,LAT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,112.0,9.633
elena melke,elena melke,elena melke,w,LAT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,118.0,11.2
elena usakova,elena usakova,elena usakova,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,63.0,11.5
elena usakova,elena usakova,elena usakova,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,98.0,11.0
elena usakova,elena usakova,elena usakova,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,88.0,11.933
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,49.0,13.2
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,37.0,13.266
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,48.0,13.4
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,30.0,13.233
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,60.0,12.966
elias koski,elias koski,elias koski,m,FIN,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,69.0,13.633
elias koski,elias koski,elias koski,m,FIN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",FX,26.0,12.9
elias koski,elias koski,elias koski,m,FIN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",HB,29.0,12.25
elias koski,elias koski,elias koski,m,FIN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PB,28.0,12.1
elias koski,elias koski,elias koski,m,FIN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PH,36.0,12.05
elias koski,elias koski,elias koski,m,FIN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",SR,24.0,12.9
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,80.0,12.8
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,59.0,13.0
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,59.0,13.566
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,87.0,12.133
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,82.0,12.633
elias koski,elias koski,elias koski,m,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,64.0,13.8
elias koski,elias koski,elias koski,m,FIN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,31.0,12.366
elias koski,elias koski,elias koski,m,FIN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,28.0,13.233
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,15.0,13.4
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,28.0,13.566
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,19.0,12.933
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,34.0,13.0
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,24.0,12.533
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,38.0,13.533
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,2.0,13.966
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,20.0,13.5
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,33.0,13.433
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,13.0,13.166
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,15.0,13.8
elias koski,elias koski,elias koski,m,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,54.0,13.833
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,130.0,11.9
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,76.0,12.9
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,138.0,10.6
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,30.0,13.6
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,42.0,13.5
elias koski,elias koski,elias koski,m,FIN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,80.0,13.966
elina gravin,elina gravin,elina gravin,w,SWE,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",BB,13.0,12.333
elina gravin,elina gravin,elina gravin,w,SWE,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",FX,6.0,12.233
elina gravin,elina gravin,elina gravin,w,SWE,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,7.0,12.233
elina gravin,elina gravin,elina gravin,w,SWE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,80.0,11.133
elina gravin,elina gravin,elina gravin,w,SWE,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,85.0,11.933
elina gravin,elina gravin,elina gravin,w,SWE,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,81.0,12.3
elina gravin,elina gravin,elina gravin,w,SWE,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,134.0,12.3
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,47.0,12.35
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,39.0,12.5
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,27.0,13.55
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,47.0,11.1
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,49.0,12.35
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,40.0,13.4
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,8.0,13.066
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,5.0,13.1
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,11.0,13.45
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,9.0,13.65
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",FX,3.0,13.6
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",FX,4.0,13.6
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT1,5.0,13.55
eliran ioscovich,eliran ioscovich,eliran ioscovich,m,ISR,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT1,4.0,13.7
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,71.0,11.8
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,71.0,11.8
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,70.0,12.0
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,70.0,12.0
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UB,58.0,12.6
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UB,58.0,12.6
elisa haemmerle,elisa haemmerle,elisa haemmerle,w,AUT,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,82.0,12.533
elisa hammerle,elisa hammerle,elisa hämmerle,w,AUT,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,8.0,12.366
elisa hammerle,elisa hammerle,elisa hämmerle,w,AUT,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia",BB,6.0,12.633
elisa hammerle,elisa hammerle,elisa hämmerle,w,AUT,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,6.0,12.533
elisa hammerle,elisa hammerle,elisa hämmerle,w,AUT,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia",FX,7.0,12.166
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",UB,3.0,13.766
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,18.0,13.4
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,13.5
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,30.0,12.933
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,26.0,13.4
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,14.033
elisa iorio,elisa iorio,elisa iorio,w,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,51.0,13.233
elisabeth geurts,elisabeth geurts,elisabeth geurts,w,NED,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,37.0,11.25
elisabeth geurts,elisabeth geurts,elisabeth geurts,w,NED,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,22.0,12.0
elisabeth geurts,elisabeth geurts,elisabeth geurts,w,NED,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,12.0,13.1
elisabeth geurts,elisabeth geurts,elisabeth geurts,w,NED,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,3.0,14.0
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,56.0,12.333
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,56.0,12.333
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,12.333
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,31.0,12.933
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,31.0,12.933
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,12.933
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,14.7
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UB,7.0,14.7
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UB,7.0,14.7
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,30.0,14.266
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,14.266
elisabeth seitz,elisabeth seitz,elisabeth seitz,w,GER,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,10.0,12.933
